word,normalized,familiarity,sense_key,sense_definition,category_key,relation_type,status,semantic_status,gameplay_difficulty,fit,obviousness,risk_flags,reason
glide,glide,0.476,,,quiet_actions,does_action,alternative,unreviewed,0.378,0.97,0.62,,Glide makes almost no noise when done
nod,nod,0.534,,,quiet_actions,does_action,alternative,unreviewed,0.361,0.97,0.62,,Nod makes almost no noise when done
read,read,0.791,,,quiet_actions,does_action,alternative,unreviewed,0.314,0.97,0.62,,Read makes almost no noise when done
sleep,sleep,0.721,,,quiet_actions,does_action,alternative,unreviewed,0.314,0.97,0.62,,Sleep makes almost no noise when done
smile,smile,0.663,,,quiet_actions,does_action,alternative,unreviewed,0.325,0.97,0.62,,Smile makes almost no noise when done
sneak,sneak,0.57,,,quiet_actions,does_action,alternative,unreviewed,0.351,0.97,0.62,,Sneak makes almost no noise when done
stare,stare,0.559,,,quiet_actions,does_action,alternative,unreviewed,0.354,0.97,0.62,,Stare makes almost no noise when done
think,think,0.869,,,quiet_actions,does_action,alternative,unreviewed,0.314,0.97,0.62,,Think makes almost no noise when done
tiptoe,tiptoe,0.377,,,quiet_actions,does_action,alternative,unreviewed,0.406,0.97,0.62,,Tiptoe makes almost no noise when done
whisper,whisper,0.534,,,quiet_actions,does_action,alternative,unreviewed,0.361,0.97,0.62,,Whisper makes almost no noise when done
wink,wink,0.5,,,quiet_actions,does_action,alternative,unreviewed,0.371,0.97,0.62,,Wink makes almost no noise when done
wave,wave,0.66,wave_hand,To move a raised hand back and forth as a greeting,quiet_actions,does_action,hard_only,unreviewed,0.325,0.97,0.62,,Wave makes almost no noise when done
spell,spell,0.624,spell_letters,To name the letters of a word in order,school_actions,does_action,alternative,unreviewed,0.232,0.97,0.8,,Spell is done at school
calculate,calculate,0.553,,,school_actions,does_action,approved,unreviewed,0.252,0.97,0.8,,Calculate is done at school
grade,grade,0.686,,,school_actions,does_action,approved,unreviewed,0.214,0.97,0.8,,Grade is done at school
learn,learn,0.739,,,school_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Learn is done at school
memorize,memorize,0.46,,,school_actions,does_action,approved,unreviewed,0.279,0.97,0.8,,Memorize is done at school
quiz,quiz,0.546,,,school_actions,does_action,approved,unreviewed,0.254,0.97,0.8,,Quiz is done at school
read,read,0.791,,,school_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Read is done at school
recite,recite,0.469,,,school_actions,does_action,approved,unreviewed,0.276,0.97,0.8,,Recite is done at school
research,research,0.77,,,school_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Research is done at school
review,review,0.731,,,school_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Review is done at school
study,study,0.751,,,school_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Study is done at school
submit,submit,0.611,,,school_actions,does_action,approved,unreviewed,0.235,0.97,0.8,,Submit is done at school
teach,teach,0.667,,,school_actions,does_action,approved,unreviewed,0.219,0.97,0.8,,Teach is done at school
write,write,0.719,,,school_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Write is done at school
present,present,0.74,present_show,To show or explain something to an audience,school_actions,does_action,hard_only,unreviewed,0.21,0.97,0.8,,Present is done at school
sleepwalk,sleepwalk,0.299,,,sleeping_actions,does_action,alternative,unreviewed,0.365,0.97,0.75,"[""obscure""]",Sleepwalk is done while sleeping or falling asleep
doze,doze,0.377,,,sleeping_actions,does_action,approved,unreviewed,0.342,0.97,0.75,,Doze is done while sleeping or falling asleep
dream,dream,0.701,,,sleeping_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Dream is done while sleeping or falling asleep
drift off,drift off,0.546,,,sleeping_actions,does_action,approved,unreviewed,0.294,0.97,0.75,"[""multiword""]",Drift off is done while sleeping or falling asleep
nap,nap,0.546,,,sleeping_actions,does_action,approved,unreviewed,0.294,0.97,0.75,,Nap is done while sleeping or falling asleep
rest,rest,0.747,rest_sleep,A period of not working or moving,sleeping_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Rest is done while sleeping or falling asleep
slumber,slumber,0.457,,,sleeping_actions,does_action,approved,unreviewed,0.319,0.97,0.75,,Slumber is done while sleeping or falling asleep
snore,snore,0.394,,,sleeping_actions,does_action,approved,unreviewed,0.337,0.97,0.75,,Snore is done while sleeping or falling asleep
stretch,stretch,0.621,,,sleeping_actions,does_action,approved,unreviewed,0.273,0.97,0.75,,Stretch is done while sleeping or falling asleep
toss,toss,0.559,,,sleeping_actions,does_action,approved,unreviewed,0.29,0.97,0.75,,Toss is done while sleeping or falling asleep
turn,turn,0.76,,,sleeping_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Turn is done while sleeping or falling asleep
yawn,yawn,0.439,,,sleeping_actions,does_action,approved,unreviewed,0.325,0.97,0.75,,Yawn is done while sleeping or falling asleep
dunk,dunk,0.506,dunk_basketball,To push the ball down through the hoop,sports_actions,does_action,alternative,unreviewed,0.265,0.97,0.8,,Dunk is done while playing sports
score,score,0.69,score_points,The number of points made in a game or test,sports_actions,does_action,alternative,unreviewed,0.213,0.97,0.8,,Score is done while playing sports
catch,catch,0.696,,,sports_actions,does_action,approved,unreviewed,0.211,0.97,0.8,,Catch is done while playing sports
dive,dive,0.589,,,sports_actions,does_action,approved,unreviewed,0.242,0.97,0.8,,Dive is done while playing sports
dribble,dribble,0.437,,,sports_actions,does_action,approved,unreviewed,0.285,0.97,0.8,,Dribble is done while playing sports
kick,kick,0.674,,,sports_actions,does_action,approved,unreviewed,0.217,0.97,0.8,,Kick is done while playing sports
pass,pass,0.721,,,sports_actions,does_action,approved,unreviewed,0.21,0.97,0.8,,Pass is done while playing sports
pitch,pitch,0.633,pitch_throw,A throw of the ball by the pitcher in baseball,sports_actions,does_action,approved,unreviewed,0.229,0.97,0.8,,Pitch is done while playing sports
punt,punt,0.497,,,sports_actions,does_action,approved,unreviewed,0.268,0.97,0.8,,Punt is done while playing sports
serve,serve,0.693,,,sports_actions,does_action,approved,unreviewed,0.212,0.97,0.8,,Serve is done while playing sports
shoot,shoot,0.676,,,sports_actions,does_action,approved,unreviewed,0.217,0.97,0.8,,Shoot is done while playing sports
spike,spike,0.566,,,sports_actions,does_action,approved,unreviewed,0.248,0.97,0.8,,Spike is done while playing sports
sprint,sprint,0.566,,,sports_actions,does_action,approved,unreviewed,0.248,0.97,0.8,,Sprint is done while playing sports
swing,swing,0.62,,,sports_actions,does_action,approved,unreviewed,0.233,0.97,0.8,,Swing is done while playing sports
tackle,tackle,0.593,,,sports_actions,does_action,approved,unreviewed,0.241,0.97,0.8,,Tackle is done while playing sports
throw,throw,0.69,,,sports_actions,does_action,approved,unreviewed,0.213,0.97,0.8,,Throw is done while playing sports
volley,volley,0.463,,,sports_actions,does_action,approved,unreviewed,0.278,0.97,0.8,,Volley is done while playing sports
block,block,0.697,block_stop,To stop an opponent from getting through,sports_actions,does_action,hard_only,unreviewed,0.211,0.97,0.8,,Block is done while playing sports
focus,focus,0.714,focus_mind,To give all your attention to something,thinking_actions,does_action,alternative,unreviewed,0.25,0.97,0.75,,Focus is a kind of mental activity
consider,consider,0.713,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Consider is a kind of mental activity
decide,decide,0.683,,,thinking_actions,does_action,approved,unreviewed,0.255,0.97,0.75,,Decide is a kind of mental activity
doubt,doubt,0.7,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Doubt is a kind of mental activity
forget,forget,0.723,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Forget is a kind of mental activity
guess,guess,0.739,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Guess is a kind of mental activity
imagine,imagine,0.703,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Imagine is a kind of mental activity
invent,invent,0.51,,,thinking_actions,does_action,approved,unreviewed,0.304,0.97,0.75,,Invent is a kind of mental activity
judge,judge,0.707,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Judge is a kind of mental activity
learn,learn,0.739,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Learn is a kind of mental activity
plan,plan,0.756,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Plan is a kind of mental activity
recall,recall,0.629,,,thinking_actions,does_action,approved,unreviewed,0.27,0.97,0.75,,Recall is a kind of mental activity
remember,remember,0.769,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Remember is a kind of mental activity
solve,solve,0.631,,,thinking_actions,does_action,approved,unreviewed,0.27,0.97,0.75,,Solve is a kind of mental activity
think,think,0.869,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Think is a kind of mental activity
wonder,wonder,0.704,,,thinking_actions,does_action,approved,unreviewed,0.25,0.97,0.75,,Wonder is a kind of mental activity
dive,dive,0.589,,,water_actions,does_action,approved,unreviewed,0.291,0.97,0.72,,To dive is done in or with water
drain,drain,0.581,,,water_actions,does_action,approved,unreviewed,0.293,0.97,0.72,,To drain is done in or with water
drip,drip,0.511,drip_water,To fall in single drops,water_actions,does_action,approved,unreviewed,0.313,0.97,0.72,,To drip is done in or with water
dunk,dunk,0.506,dunk_dip,To dip something briefly into liquid,water_actions,does_action,approved,unreviewed,0.314,0.97,0.72,,To dunk is done in or with water
float,float,0.563,,,water_actions,does_action,approved,unreviewed,0.298,0.97,0.72,,To float is done in or with water
flood,flood,0.62,,,water_actions,does_action,approved,unreviewed,0.282,0.97,0.72,,To flood is done in or with water
paddle,paddle,0.499,,,water_actions,does_action,approved,unreviewed,0.316,0.97,0.72,,To paddle is done in or with water
pour,pour,0.586,,,water_actions,does_action,approved,unreviewed,0.292,0.97,0.72,,To pour is done in or with water
rinse,rinse,0.497,,,water_actions,does_action,approved,unreviewed,0.317,0.97,0.72,,To rinse is done in or with water
sink,sink,0.601,sink_verb,To go down below the surface of water,water_actions,does_action,approved,unreviewed,0.287,0.97,0.72,,To sink is done in or with water
soak,soak,0.516,,,water_actions,does_action,approved,unreviewed,0.312,0.97,0.72,,To soak is done in or with water
spill,spill,0.549,,,water_actions,does_action,approved,unreviewed,0.302,0.97,0.72,,To spill is done in or with water
splash,splash,0.55,,,water_actions,does_action,approved,unreviewed,0.302,0.97,0.72,,To splash is done in or with water
spray,spray,0.597,,,water_actions,does_action,approved,unreviewed,0.288,0.97,0.72,,To spray is done in or with water
sprinkle,sprinkle,0.484,,,water_actions,does_action,approved,unreviewed,0.321,0.97,0.72,,To sprinkle is done in or with water
swim,swim,0.601,,,water_actions,does_action,approved,unreviewed,0.287,0.97,0.72,,To swim is done in or with water
wade,wade,0.569,,,water_actions,does_action,approved,unreviewed,0.296,0.97,0.72,,To wade is done in or with water
wash,wash,0.637,,,water_actions,does_action,approved,unreviewed,0.277,0.97,0.72,,To wash is done in or with water
cackle,cackle,0.344,,,ways_of_laughing,does_action,alternative,unreviewed,0.398,0.97,0.68,"[""obscure""]",To cackle is a kind of laughing
chortle,chortle,0.301,,,ways_of_laughing,does_action,alternative,unreviewed,0.41,0.97,0.68,"[""obscure""]",To chortle is a kind of laughing
chuckle,chuckle,0.503,,,ways_of_laughing,does_action,alternative,unreviewed,0.352,0.97,0.68,,To chuckle is a kind of laughing
giggle,giggle,0.479,,,ways_of_laughing,does_action,alternative,unreviewed,0.359,0.97,0.68,,To giggle is a kind of laughing
guffaw,guffaw,0.287,,,ways_of_laughing,does_action,alternative,unreviewed,0.414,0.97,0.68,"[""obscure""]",To guffaw is a kind of laughing
howl,howl,0.454,,,ways_of_laughing,does_action,alternative,unreviewed,0.366,0.97,0.68,,To howl is a kind of laughing
laugh,laugh,0.666,,,ways_of_laughing,does_action,alternative,unreviewed,0.306,0.97,0.68,,To laugh is a kind of laughing
roar,roar,0.529,,,ways_of_laughing,does_action,alternative,unreviewed,0.345,0.97,0.68,,To roar is a kind of laughing
snicker,snicker,0.354,,,ways_of_laughing,does_action,alternative,unreviewed,0.395,0.97,0.68,"[""obscure""]",To snicker is a kind of laughing
snort,snort,0.43,,,ways_of_laughing,does_action,alternative,unreviewed,0.373,0.97,0.68,,To snort is a kind of laughing
titter,titter,0.266,,,ways_of_laughing,does_action,hard_only,unreviewed,0.42,0.97,0.68,"[""obscure""]",To titter is a kind of laughing
gaze,gaze,0.529,,,ways_of_looking,does_action,approved,unreviewed,0.308,0.97,0.72,,To gaze is a way of looking at something
glance,glance,0.559,,,ways_of_looking,does_action,approved,unreviewed,0.299,0.97,0.72,,To glance is a way of looking at something
glare,glare,0.48,,,ways_of_looking,does_action,approved,unreviewed,0.322,0.97,0.72,,To glare is a way of looking at something
inspect,inspect,0.519,,,ways_of_looking,does_action,approved,unreviewed,0.311,0.97,0.72,,To inspect is a way of looking at something
observe,observe,0.58,,,ways_of_looking,does_action,approved,unreviewed,0.293,0.97,0.72,,To observe is a way of looking at something
ogle,ogle,0.384,,,ways_of_looking,does_action,approved,unreviewed,0.349,0.97,0.72,,To ogle is a way of looking at something
peek,peek,0.529,,,ways_of_looking,does_action,approved,unreviewed,0.308,0.97,0.72,,To peek is a way of looking at something
peer,peer,0.591,,,ways_of_looking,does_action,approved,unreviewed,0.29,0.97,0.72,,To peer is a way of looking at something
scan,scan,0.581,,,ways_of_looking,does_action,approved,unreviewed,0.293,0.97,0.72,,To scan is a way of looking at something
